"home_name","url","licensee","home_type","beds","additional_information","status","inspections"
"REGINA GARDENS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2922","Liuna Local 837 Nursing Home (Ancaster) Corporation","Non-Profit",128,"","Open",28
"RESIDENCE PRESCOTT ET RUSSELL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M567","United Counties Of Prescott And Russell","Municipal",146,"","Open",75
"RESIDENCE SAINT- LOUIS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C567","Bruyere Continuing Care Inc.","Non-Profit",198,"","Open",107
"RICHMOND TERRACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1149","Richmond Terrace Limited","For-Profit",120,"","Open",65
"RIDEAUCREST HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M569","The Corporation Of The City Of Kingston","Municipal",170,"","Open",77
"RIDGEVIEW","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2849","Axr Operating (National) Lp","For-Profit",120,"","Open",22
"RITZ LUTHERAN VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C555","Ritz Lutheran Villa","Non-Profit",85,"","Open",61
"RIVER GLEN HAVEN NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1021","Atk Care Inc.","For-Profit",120,"","Open",28
"RIVERBEND PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2753","Revera Long Term Care Inc.","For-Profit",54,"","Open",16
"RIVERSIDE PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2972","Axr Operating (National) Lp","For-Profit",96,"","Open",56
"RIVERVIEW GARDENS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M626","The Corporation Of The Municipality Of Chatham-kent","Municipal",320,"","Open",109
"RIVERVIEW MANOR NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2722","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",124,"","Open",34
"ROBERTA PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2839","Barrie Long Term Care Centre Inc.","For-Profit",140,"","Open",50
"ROCKCLIFFE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2131","Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.","For-Profit",204,"","Open",39
"ROCKWOOD TERRACE HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M570","Corporation Of The County Of Grey","Municipal",100,"","Open",29
"ROSE OF SHARON KOREAN LONG TERM CARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3038","Rose Of Sharon (Ontario) Retirement Community","Non-Profit",60,"","Open",6
"ROSEBRIDGE MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2671","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",78,"","Open",22
"ROSEDALE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2766","Bingham Memorial Hospital","Non-Profit",20,"","Open",11
"ROYAL OTTAWA PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2933","Royal Ottawa Health Care Group","Non-Profit",64,"","Open",20
"ROYAL ROSE PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3049","859530 Ontario Inc. (Operating As Jarlette Health Services)","For-Profit",96,"","Open",14
"ROYAL TERRACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2767","Shanti Enterprises Limited","For-Profit",67,"","Open",22
"SAINT LUKE'S PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C568","Saint Luke's Place","Non-Profit",114,"","Open",39
"SANDFIELD PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2778","458422 Ontario Limited","For-Profit",53,"","Open",25
"SANTÃ MANITOUWADGE HEALTH","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2810","Sante Manitouwadge Health","Non-Profit",9,"","Open",6
"SARA VISTA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2710","Revera Long Term Care Inc.","For-Profit",60,"","Open",12
"SARSFIELD COLONIAL HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=0943","2629693 Ontario Inc.","For-Profit",46,"Recipient no 346524 â Sarsfield Colonial Home Comment - Change in Ownership effective February 19 2020. Details transferred to Recipient no 664183/ Facility no NH1692","Open",54
"SEAFORTH LONG TERM CARE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1135","Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",63,"","Open",13
"SECORD TRAILS CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2628","Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.","For-Profit",80,"","Open",61
"SENIORS' HEALTH CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2744","North York General Hospital","Non-Profit",192,"","Open",36
"SEVEN OAKS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M571","Toronto Long-term Care Homes And Services","Municipal",249,"","Open",47
"SHALOM MANOR LONG TERM CARE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C558","Shalom Manor Long Term Care Home","Non-Profit",144,"","Open",19
"SHALOM VILLAGE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2775","Shalom Village Nursing Home","Non-Profit",127,"","Open",20
"SHELBURNE LONG TERM CARE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2762","Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",60,"","Open",22
"SHEPHERD LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2782","Shepherd Village Inc.","Non-Profit",252,"","Open",55
"SHERBOURNE PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2754","Drs. Paul And John Rekai Centre","Non-Profit",126,"","Open",28
"SHERIDAN VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M572","The Regional Municipality Of Peel","Municipal",142,"","Open",27
"SHERWOOD COURT LONG TERM CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2894","Axr Operating (National) Lp","For-Profit",96,"","Open",45
"SHERWOOD PARK MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2640","Sherwood Park Manor","Non-Profit",107,"","Open",64
"SILVERTHORN CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2956","Specialty Care Mississauga Inc.","For-Profit",160,"","Open",28
"SIMCOE MANOR HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M573","Corporation Of The County Of Simcoe","Municipal",126,"","Open",31
"SMOOTH ROCK FALLS HOSPITAL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2763","Smooth Rock Falls Hospital","Non-Profit",20,"","Open",10
"SOUTH CENTENNIAL MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C599","Anson General Hospital","Non-Profit",69,"","Open",27
"SOUTHAMPTON CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2597","Southampton Care Centre Inc.","For-Profit",88,"","Open",26
"SOUTHBRIDGE LAKEHEAD","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1159","Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",131,"","Open",67
"SOUTHBRIDGE LONDON","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3059","Cvh (No. 3) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","Municipal",160,"","Open",0
"SOUTHBRIDGE PINEWOOD","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2962","Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",128,"","Open",35
"SOUTHBRIDGE ROSEVIEW","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2866","Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",157,"","Open",48
"SOUTHLAKE RESIDENTIAL CARE VILLAGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2955","Southlake Residential Care Village","Non-Profit",224,"","Open",57
"SPENCER HOUSE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2971","Spencer House Inc.","Non-Profit",160,"","Open",30
"SPRINGDALE COUNTRY MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2413","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",68,"","Open",31
"SPRUCE LODGE HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M575","Spruce Lodge Home For The Aged","Municipal",128,"","Open",48
"SPRUCEDALE CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2946","Sprucedale Care Centre Inc.","For-Profit",96,"","Open",15
"ST OLGA'S LIFECARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2617","The Central Canadian District Of The Christian And Missionary Alliance In Canada","Non-Profit",92,"Home Closed on 11/28/2014","Closed",17
"ST PATRICK'S HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C569","St. Patrick's Home Of Ottawa Inc.","Non-Profit",202,"","Open",94
"ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2926","Steeves & Rozema Enterprises Limited","For-Profit",128,"","Open",50
"ST. CLAIR O'CONNOR COMMUNITY NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2719","St. Clair O'connor Community Inc.","Non-Profit",25,"","Open",4
"ST. GABRIEL'S VILLA OF SUDBURY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3039","St. Joseph's Health Centre Of Sudbury","Non-Profit",128,"","Open",76
"ST. GEORGE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2594","2063414 Ontario Limited As General Partner Of 2063414 Investment Lp","For-Profit",238,"","Open",50
"ST. JACQUES NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2691","412506 Ontario Ltd.","Non-Profit",60,"","Open",37
"ST. JOSEPH'S AT FLEMING","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2935","St Joseph's At Fleming","Non-Profit",200,"","Open",114
"ST. JOSEPH'S CONTINUING CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C565","Religious Hospitalers Of St. Joseph Of Cornwall, Ontario","Non-Profit",150,"","Open",35
"ST. JOSEPH'S HEALTH CARE, LONDON - MOUNT HOPE CENTRE FOR LONG TERM CARE - MARIAN VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C537","St. Joseph's Health Care, London","Non-Profit",217,"Home was merged with Mount Hope Long-Term Care Centre effective 1st January, 2016. Please see Mount Hope Long-Term Care Centre for information.","Closed",66
"ST. JOSEPH'S HEALTH CENTRE, GUELPH","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C564","St. Joseph's Health System","Non-Profit",240,"","Open",42
"ST. JOSEPH'S LIFECARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2976","St. Joseph's Health System","Non-Profit",205,"","Open",32
"ST. JOSEPH'S MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2877","St. Joseph's General Hospital Elliot Lake","Non-Profit",64,"","Open",29
"ST. JOSEPH'S VILLA, DUNDAS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2975","St. Joseph's Health System","Non-Profit",378,"","Open",94
"ST. JOSEPH'S VILLA, SUDBURY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2913","St. Joseph's Health Centre Of Sudbury","Non-Profit",128,"","Open",37
"ST. LAWRENCE LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M576","The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott","Municipal",224,"","Open",66
"ST. PETER'S RESIDENCE AT CHEDOKE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2927","St. Peter's Care Centres","Non-Profit",210,"","Open",39
"STAYNER CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2735","Stayner Care Centre Inc.","For-Profit",49,"","Open",12
"STIRLING HEIGHTS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2863","Axr Operating (National) Lp","For-Profit",110,"","Open",22
"STIRLING MANOR NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2470","Manorcare Partners","For-Profit",75,"","Open",32
"STONERIDGE MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2637","Stoneridge Manor Operating Inc.","For-Profit",60,"","Open",28
"STRATHCONA LONG TERM CARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1002","Sharon Farms & Enterprises Limited","For-Profit",88,"","Open",30
"STRATHMERE LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M627","The Corporation Of The County Of Middlesex","Municipal",160,"","Open",41
"STREAMWAY VILLA","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2666","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",59,"","Open",22
"STREETSVILLE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2648","Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.","For-Profit",118,"","Open",22
"SUMAC LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2573","Revera Long Term Care Inc.","For-Profit",100,"","Open",59
"SUMMIT PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2624","Revera Long Term Care Inc.","For-Profit",119,"","Open",26
"SUN PARLOR HOME FOR SENIOR CITIZENS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M579","The Corporation Of The County Of Essex","Municipal",206,"","Open",56
"SUNNYCREST NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1013","Lakeridge Health","Non-Profit",136,"","Open",60
"SUNNYSIDE HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M578","Regional Municipality Of Waterloo","Municipal",263,"","Open",83
"SUNSET MANOR HOME FOR SENIOR CITIZENS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M581","Corporation Of The County Of Simcoe","Municipal",150,"","Open",35
"SUOMI-KOTI TORONTO NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2792","Toronto Finnish-canadian Seniors Centre","Non-Profit",34,"","Open",11
"TALL PINES LONG TERM CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M616","The Regional Municipality Of Peel","Municipal",160,"","Open",29
"TECK PIONEER RESIDENCE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M619","Corporation Of The Town Of Kirkland Lake","Municipal",81,"","Open",31
"TELFER PLACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2742","Revera Long Term Care Inc.","For-Profit",45,"","Open",21
"TEMISKAMING LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2698","Jarlette Ltd.","For-Profit",82,"","Open",19
"TENDERCARE LIVING CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2649","Tendercare Nursing Homes Limited","For-Profit",254,"","Open",39
"TERRACE LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M583","The Corporation Of The County Of Elgin Municipal Homes","Municipal",100,"","Open",35
"THE BIGNUCOLO RESIDENCE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2864","Chapleau Health Services","Non-Profit",18,"","Open",8
"THE ELLIOTT LONG TERM CARE RESIDENCE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C521","The Elliott","Non-Profit",85,"","Open",19
"THE FORDWICH VILLAGE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=0995","Atk Care Inc.","For-Profit",33,"","Open",17
"THE FOUR SEASONS LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2896","Deep River And District Hospital","Non-Profit",14,"","Open",6
"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2699","The Arnprior And District Memorial Hospital","Non-Profit",61,"","Open",18
"THE HENLEY HOUSE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2909","Henley House Limited","For-Profit",160,"","Open",52
"THE HERITAGE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2582","Heritage Nursing Homes Inc.","For-Profit",201,"","Open",21
"THE JEWISH HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2824","The Jewish Home For The Aged","Non-Profit",472,"","Open",58
"THE JOHN M. PARROTT CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M625","County Of Lennox And Addington","Municipal",168,"","Open",37
"THE KENSINGTON GARDENS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2852","The Kensington Health Centre","Non-Profit",350,"","Open",39
"THE MAPLES HOME FOR SENIORS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2093","Caressant-care Nursing And Retirement Homes Limited","For-Profit",43,"","Open",25
"THE MEADOWS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2844","Axr Operating (National) Lp","For-Profit",128,"","Open",19
"THE MEADOWS OF DORCHESTER","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M515","The Regional Municipality Of Niagara","Municipal",121,"","Open",18
"THE NORFOLK HOSPITAL NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2621","The Norfolk Hospital Nursing Home","Non-Profit",80,"","Open",9
"THE O'NEILL CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2631","848357 Ontario Inc.","For-Profit",162,"","Open",28
"THE PALACE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2642","Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)","For-Profit",70,"","Open",34
"THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C595","The Perley And Rideau Veterans' Health Centre","Non-Profit",450,"","Open",93
"THE PINES","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M564","The District Of The Municipality Of Muskoka","Municipal",160,"","Open",19
"THE SALVATION ARMY OTTAWA GRACE MANOR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2873","The Governing Council Of The Salvation Army In Canada","Non-Profit",128,"","Open",63
"THE VILLA CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1101","Jarlette Ltd.","For-Profit",114,"","Open",27
"THE VILLA CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3056","Jarlette Ltd.","Municipal",160,"","Open",0
"THE VILLAGE AT ST. CLAIR","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3046","Schlegel Villages Inc.","For-Profit",256,"","Open",76
"THE VILLAGE AT UNIVERSITY GATES","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3048","Schlegel Villages Inc.","For-Profit",192,"","Open",19
"THE VILLAGE GREEN NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2681","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",66,"","Open",30
"THE VILLAGE OF ASPEN LAKE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=3037","R-b-j Schlegel Holdings Inc.","For-Profit",192,"","Open",100
"THE VILLAGE OF ERIN MEADOWS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2881","Schlegel Villages Inc.","For-Profit",180,"","Open",48
"THE VILLAGE OF GLENDALE CROSSING","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2979","The Homewood Corporation","For-Profit",192,"","Open",120
"THE VILLAGE OF HUMBER HEIGHTS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2957","Oakwood Retirement Communities Inc.","For-Profit",192,"","Open",27
"THE VILLAGE OF RIVERSIDE GLEN","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2915","Schlegel Villages Inc.","For-Profit",192,"","Open",111
"THE VILLAGE OF SANDALWOOD PARK","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2859","Oakwood Retirement Communities Inc.","For-Profit",120,"","Open",33
"THE VILLAGE OF TANSLEY WOODS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2854","Oakwood Retirement Communities Inc.","For-Profit",144,"","Open",29
"THE VILLAGE OF TAUNTON MILLS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2902","Oakwood Retirement Communities Inc.","For-Profit",120,"","Open",40
"THE VILLAGE OF WENTWORTH HEIGHTS","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2841","Oakwood Retirement Communities Inc.","For-Profit",120,"","Open",24
"THE VILLAGE OF WINSTON PARK","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2783","Winston Hall Nursing Homes Limited","For-Profit",95,"","Open",33
"THE VILLAGE SENIORS COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2599","Hanover Operating Inc.","For-Profit",70,"","Open",32
"THE WELLINGTON NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2784","Barton Retirement Inc.","For-Profit",102,"","Open",38
"THE WEST NIPISSING GENERAL HOSPITAL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=7069","The West Nipissing General Hospital","Non-Profit",48,"","Open",15
"THE WEXFORD","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C579","The Wexford Residence Inc.","Non-Profit",166,"","Open",55
"THE WILLOWS ESTATE NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2174","0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership","For-Profit",84,"","Open",25
"THE WOODLANDS OF SUNSET","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M617","The Regional Municipality Of Niagara","Municipal",121,"","Open",19
"THOMPSON HOUSE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C573","Don Mills Foundation For Seniors","Non-Profit",136,"","Open",17
"THORNTONVIEW","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2534","Revera Long Term Care Inc.","For-Profit",154,"","Open",45
"THUNDER BAY INTERIM LONG-TERM CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=7075","Revera Long Term Care Inc.","For-Profit",0,"CLOSED as of October 31, 2012","Closed",10
"TILBURY MANOR NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=1064","Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation","For-Profit",75,"","Open",34
"TIMMINS AND DISTRICT HOSPITAL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=7700","Timmins And District Hospital L'hopital De Timmins Et Du Districts","Non-Profit",12,"Home Closed on 10/31/2013","Closed",0
"TONY STACEY CENTRE FOR VETERANS' CARE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=C542","Royal Canadian Legion District 'd' Care Centres","Non-Profit",100,"","Open",18
"TOWNSHIP OF OSGOODE CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2747","Township Of Osgoode Care Centre","Non-Profit",100,"","Open",20
"TRENT VALLEY LODGE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2337","Trent Valley Lodge Limited","For-Profit",102,"","Open",46
"TRILLIUM COURT","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2773","Revera Long Term Care Inc.","For-Profit",40,"","Open",22
"TRILLIUM MANOR HOME FOR THE AGED","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M585","Corporation Of The County Of Simcoe","Municipal",122,"","Open",24
"TRILLIUM RETIREMENT AND CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2790","Specialty Care East Inc.","For-Profit",190,"","Open",86
"TRILLIUM VILLA NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2217","S & R Nursing Homes Ltd.","For-Profit",152,"","Open",35
"TRINITY VILLAGE CARE CENTRE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2580","Lutheran Homes Kitchener-waterloo","Non-Profit",150,"","Open",59
"TRUE DAVIDSON ACRES","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=M586","Toronto Long-term Care Homes And Services","Municipal",187,"","Open",24
"TSIIONKWANONHSOTE","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2800","Mohawk Council Of Akwesasne","Non-Profit",50,"","Open",22
"TUFFORD NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2711","Unger Nursing Homes Limited","For-Profit",65,"","Open",12
"TULLAMORE CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=0963","Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.","For-Profit",159,"","Open",54
"TWIN LAKES TERRACE LONG TERM CARE COMMUNITY","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2889","S & R Nursing Homes Ltd.","For-Profit",60,"","Open",13
"TWIN OAKS OF MARYHILL","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2752","Twin Oaks Of Maryhill Inc.","For-Profit",31,"","Open",15
"TYNDALL NURSING HOME","http://publicreporting.ltchomes.net/en-ca/homeprofile.aspx?Home=2656","Tyndall Nursing Home Limited","For-Profit",151,"","Open",39
